codigo_ibge,municipio,uf,eixo_id,n_contratos,valor_total,subeixos_atingidos,fontes,nivel_documentacao,rotulo_nivel
3121605,DIAMANTINA,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3121605,DIAMANTINA,MG,seguranca_alimentar,2,8754796.0,agricultura_familiar;alimentacao_escolar,Transferegov,1,registro_isolado
3121803,DIONÍSIO,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3122009,DIVINO,MG,busca_ativa_escolar,1,7889635.59,programas_permanencia,Transferegov,1,registro_isolado
3122306,DIVINÓPOLIS,MG,busca_ativa_escolar,1,9300090.29,programas_permanencia,Transferegov,1,registro_isolado
3122306,DIVINÓPOLIS,MG,seguranca_alimentar,1,798994.2,equipamentos_san,Transferegov,1,registro_isolado
3122801,Dom Viçoso,MG,primeira_infancia,1,119999.0,creche_pre_escola,PNCP,1,registro_isolado
3123205,Dores do Indaiá,MG,primeira_infancia,4,0.0,creche_pre_escola,PNCP,2,registros_recorrentes
3123205,Dores do Indaiá,MG,seguranca_alimentar,8,181887.6,agricultura_familiar;alimentacao_escolar,PNCP,2,registros_recorrentes
3123601,ELÓI MENDES,MG,primeira_infancia,1,5371000.79,creche_pre_escola,Transferegov,1,registro_isolado
3124005,ERVÁLIA,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3124203,ESPERA FELIZ,MG,primeira_infancia,1,3332221.35,creche_pre_escola,Transferegov,1,registro_isolado
3124708,Estrela do Indaiá,MG,saude_mental,2,297.96000000000004,prevencao_suicidio,PNCP,1,registro_isolado
3125101,EXTREMA,MG,primeira_infancia,2,19777591.43,creche_pre_escola,Transferegov,1,registro_isolado
3125408,FELÍCIO DOS SANTOS,MG,seguranca_alimentar,1,1198300.0,agricultura_familiar,Transferegov,1,registro_isolado
3126109,FORMIGA,MG,seguranca_alimentar,1,800000.0,equipamentos_san,Transferegov,1,registro_isolado
3126505,FRANCISCO BADARÓ,MG,seguranca_alimentar,1,556000.0,agricultura_familiar,Transferegov,1,registro_isolado
3126703,Francisco Sá,MG,saude_mental,1,31200.0,caps,PNCP,1,registro_isolado
3126703,Francisco Sá,MG,seguranca_alimentar,41,379741.66,agricultura_familiar;alimentacao_escolar,PNCP,3,atividade_substancial
3126752,FRANCISCÓPOLIS,MG,seguranca_alimentar,1,1500000.0,equipamentos_san,Transferegov,1,registro_isolado
3127057,FRONTEIRA DOS VALES,MG,busca_ativa_escolar,1,7889635.59,programas_permanencia,Transferegov,1,registro_isolado
3127107,FRUTAL,MG,seguranca_alimentar,2,1050000.0,agricultura_familiar;equipamentos_san,Transferegov,1,registro_isolado
3127339,GAMELEIRAS,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3127354,GLAUCILÂNDIA,MG,seguranca_alimentar,1,649962.87,equipamentos_san,Transferegov,1,registro_isolado
3127370,GOIABEIRA,MG,seguranca_alimentar,1,300300.0,equipamentos_san,Transferegov,1,registro_isolado
3127701,GOVERNADOR VALADARES,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3127701,GOVERNADOR VALADARES,MG,seguranca_alimentar,1,787554.99,equipamentos_san,Transferegov,1,registro_isolado
3127701,Governador Valadares,MG,busca_ativa_escolar,1,25598612.413,transporte_escolar,PNCP,1,registro_isolado
3127701,Governador Valadares,MG,saude_mental,1,6292851.82,alcool_drogas;caps,PNCP,1,registro_isolado
3127701,Governador Valadares,MG,seguranca_alimentar,5,2902407.72,alimentacao_escolar,PNCP,2,registros_recorrentes
3128105,GUAPÉ,MG,busca_ativa_escolar,1,3198028.58,transporte_escolar,Transferegov,1,registro_isolado
3128105,GUAPÉ,MG,seguranca_alimentar,1,3198028.58,agricultura_familiar,Transferegov,1,registro_isolado
3128303,Guaranésia,MG,busca_ativa_escolar,7,0.0,programas_permanencia,PNCP,2,registros_recorrentes
3128402,Guarani,MG,busca_ativa_escolar,1,6732.26,transporte_escolar,PNCP,1,registro_isolado
3129103,GURINHATÃ,MG,seguranca_alimentar,1,205000.0,agricultura_familiar,Transferegov,1,registro_isolado
3129301,IAPU,MG,seguranca_alimentar,2,760203.43,agricultura_familiar;equipamentos_san,Transferegov,1,registro_isolado
3129608,IBIAÍ,MG,seguranca_alimentar,1,850000.0,agricultura_familiar,Transferegov,1,registro_isolado
3129707,IBIRACI,MG,busca_ativa_escolar,1,3000000.0,transporte_escolar,Transferegov,1,registro_isolado
3129806,IBIRITÉ,MG,busca_ativa_escolar,1,10991094.63,programas_permanencia,Transferegov,1,registro_isolado
3129806,Ibirité,MG,busca_ativa_escolar,1,7367837.76,transporte_escolar,PNCP,1,registro_isolado
3130101,IGARAPÉ,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3130200,IGARATINGA,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3130606,INCONFIDENTES,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3130655,INDAIABIRA,MG,busca_ativa_escolar,1,7889635.59,programas_permanencia,Transferegov,1,registro_isolado
3131307,IPATINGA,MG,busca_ativa_escolar,1,11211394.43,programas_permanencia,Transferegov,1,registro_isolado
3131307,IPATINGA,MG,primeira_infancia,1,3237690.11,creche_pre_escola,Transferegov,1,registro_isolado
3131307,IPATINGA,MG,seguranca_alimentar,1,799920.0,equipamentos_san,Transferegov,1,registro_isolado
3131703,ITABIRA,MG,seguranca_alimentar,1,728000.0,equipamentos_san,Transferegov,1,registro_isolado
3132107,ITACARAMBI,MG,primeira_infancia,1,3246393.96,creche_pre_escola,Transferegov,1,registro_isolado
3132206,ITAGUARA,MG,seguranca_alimentar,1,227649.33,agricultura_familiar,Transferegov,1,registro_isolado
3132305,ITAIPÉ,MG,busca_ativa_escolar,1,11019844.13,programas_permanencia,Transferegov,1,registro_isolado
3132503,ITAMARANDIBA,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3132503,Itamarandiba,MG,busca_ativa_escolar,10,97289.24,programas_permanencia,PNCP,3,atividade_substancial
3132503,Itamarandiba,MG,primeira_infancia,11,5597289.24,creche_pre_escola,PNCP,3,atividade_substancial
3132503,Itamarandiba,MG,saude_mental,2,11993.5,prevencao_suicidio,PNCP,1,registro_isolado
3132909,ITAMOGI,MG,primeira_infancia,2,8684046.0,creche_pre_escola,Transferegov,1,registro_isolado
3133006,ITAMONTE,MG,busca_ativa_escolar,2,562000.0,transporte_escolar,Transferegov,1,registro_isolado
3133006,ITAMONTE,MG,primeira_infancia,1,1000000.0,creche_pre_escola,Transferegov,1,registro_isolado
3133006,ITAMONTE,MG,seguranca_alimentar,1,425000.0,agricultura_familiar,Transferegov,1,registro_isolado
3133105,ITANHANDU,MG,seguranca_alimentar,1,405000.0,agricultura_familiar,Transferegov,1,registro_isolado
3133303,ITAOBIM,MG,seguranca_alimentar,1,370000.0,agricultura_familiar,Transferegov,1,registro_isolado
3133501,Itapecerica,MG,seguranca_alimentar,1,21135.49,alimentacao_escolar,PNCP,1,registro_isolado
3133600,ITAPEVA,MG,seguranca_alimentar,1,305000.0,agricultura_familiar,Transferegov,1,registro_isolado
3133758,Itaú de Minas,MG,seguranca_alimentar,4,263265.7,agricultura_familiar;alimentacao_escolar,PNCP,2,registros_recorrentes
3133808,ITAÚNA,MG,primeira_infancia,1,102587.22,creche_pre_escola,Transferegov,1,registro_isolado
3134004,ITINGA,MG,seguranca_alimentar,2,600000.0,agricultura_familiar,Transferegov,1,registro_isolado
3134103,ITUETA,MG,seguranca_alimentar,1,300100.0,equipamentos_san,Transferegov,1,registro_isolado
3134202,Ituiutaba,MG,primeira_infancia,2,4285000.0,creche_pre_escola,PNCP,1,registro_isolado
3134400,ITURAMA,MG,primeira_infancia,1,6154263.05,creche_pre_escola,Transferegov,1,registro_isolado
3134905,JACUTINGA,MG,seguranca_alimentar,2,6712524.0,agricultura_familiar;alimentacao_escolar,Transferegov,1,registro_isolado
3135050,JAÍBA,MG,primeira_infancia,1,3256904.71,creche_pre_escola,Transferegov,1,registro_isolado
3135050,Jaíba,MG,busca_ativa_escolar,1,2395.2,transporte_escolar,PNCP,1,registro_isolado
3135050,Jaíba,MG,primeira_infancia,2,2939500.07,creche_pre_escola,PNCP,1,registro_isolado
3135050,Jaíba,MG,seguranca_alimentar,1,22668.0,agricultura_familiar,PNCP,1,registro_isolado
3135209,JANUÁRIA,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3135803,JEQUITINHONHA,MG,busca_ativa_escolar,2,9852034.23,programas_permanencia,Transferegov,1,registro_isolado
3136009,JOAÍMA,MG,seguranca_alimentar,2,4300000.0,agricultura_familiar,Transferegov,1,registro_isolado
3136207,JOÃO MONLEVADE,MG,primeira_infancia,1,3271856.49,creche_pre_escola,Transferegov,1,registro_isolado
3136306,JOÃO PINHEIRO,MG,seguranca_alimentar,1,300100.0,equipamentos_san,Transferegov,1,registro_isolado
3136405,JOAQUIM FELÍCIO,MG,busca_ativa_escolar,2,2200000.0,transporte_escolar,Transferegov,1,registro_isolado
3136405,JOAQUIM FELÍCIO,MG,seguranca_alimentar,3,3614000.0,agricultura_familiar;equipamentos_san,Transferegov,2,registros_recorrentes
3136553,JOSÉ RAYDAN,MG,seguranca_alimentar,1,455000.0,equipamentos_san,Transferegov,1,registro_isolado
3136702,JUIZ DE FORA,MG,busca_ativa_escolar,1,7889635.59,programas_permanencia,Transferegov,1,registro_isolado
3136702,Juiz de Fora,MG,busca_ativa_escolar,1,112674.0,programas_permanencia,PNCP,1,registro_isolado
3136959,JUVENÍLIA,MG,primeira_infancia,1,5420386.38,creche_pre_escola,Transferegov,1,registro_isolado
3136959,Juvenília,MG,primeira_infancia,1,4065289.75,creche_pre_escola,PNCP,1,registro_isolado
3136959,Juvenília,MG,seguranca_alimentar,1,33786.0,agricultura_familiar,PNCP,1,registro_isolado
3137205,Lagoa da Prata,MG,busca_ativa_escolar,11,254748.0,programas_permanencia,PNCP,3,atividade_substancial
3137205,Lagoa da Prata,MG,primeira_infancia,13,355828.77,creche_pre_escola,PNCP,3,atividade_substancial
3137403,Lagoa Dourada,MG,busca_ativa_escolar,3,579668.0,transporte_escolar,PNCP,2,registros_recorrentes
3137601,LAGOA SANTA,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3138203,LAVRAS,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3138351,LEME DO PRADO,MG,busca_ativa_escolar,1,1000000.0,transporte_escolar,Transferegov,1,registro_isolado
3138401,LEOPOLDINA,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3138401,Leopoldina,MG,primeira_infancia,2,80216.0,creche_pre_escola;pre_natal_neonatal,PNCP,1,registro_isolado
3138674,Luisburgo,MG,primeira_infancia,1,19200.0,creche_pre_escola,PNCP,1,registro_isolado
3138807,LUZ,MG,primeira_infancia,1,3295572.2,creche_pre_escola,Transferegov,1,registro_isolado
3138906,MACHACALIS,MG,seguranca_alimentar,1,208000.0,agricultura_familiar,Transferegov,1,registro_isolado
3139003,MACHADO,MG,primeira_infancia,1,8935359.59,creche_pre_escola,Transferegov,1,registro_isolado
3139003,Machado,MG,busca_ativa_escolar,1,266707.92,programas_permanencia,PNCP,1,registro_isolado
3139300,MANGA,MG,primeira_infancia,1,3237690.11,creche_pre_escola,Transferegov,1,registro_isolado
3139300,MANGA,MG,seguranca_alimentar,1,2500000.0,agricultura_familiar,Transferegov,1,registro_isolado
3139904,MARIA DA FÉ,MG,primeira_infancia,1,4069279.81,creche_pre_escola,Transferegov,1,registro_isolado
3140001,MARIANA,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3140001,Mariana,MG,busca_ativa_escolar,1,52646.09,programas_permanencia,PNCP,1,registro_isolado
3140001,Mariana,MG,seguranca_alimentar,1,186443.25,alimentacao_escolar,PNCP,1,registro_isolado
3140159,MÁRIO CAMPOS,MG,seguranca_alimentar,1,221760.8,agricultura_familiar,Transferegov,1,registro_isolado
3141405,MEDINA,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3141801,MINAS NOVAS,MG,primeira_infancia,1,3237690.11,creche_pre_escola,Transferegov,1,registro_isolado
3141801,Minas Novas,MG,busca_ativa_escolar,1,41679.04,transporte_escolar,PNCP,1,registro_isolado
3141900,MINDURI,MG,seguranca_alimentar,2,1290000.0,agricultura_familiar,Transferegov,1,registro_isolado
3142007,Mirabela,MG,saude_mental,5,991000.0,caps,PNCP,2,registros_recorrentes
3142106,MIRADOURO,MG,busca_ativa_escolar,2,1698000.0,transporte_escolar,Transferegov,1,registro_isolado
3142106,MIRADOURO,MG,seguranca_alimentar,1,1200000.0,agricultura_familiar,Transferegov,1,registro_isolado
3142809,MONTE ALEGRE DE MINAS,MG,seguranca_alimentar,1,298000.0,agricultura_familiar,Transferegov,1,registro_isolado
3143104,Monte Carmelo,MG,primeira_infancia,26,67135.77,creche_pre_escola,PNCP,3,atividade_substancial
3143104,Monte Carmelo,MG,saude_mental,14,91424.66,caps;raps_geral,PNCP,3,atividade_substancial
3143104,Monte Carmelo,MG,seguranca_alimentar,17,53141.7,agricultura_familiar;alimentacao_escolar,PNCP,3,atividade_substancial
3143153,MONTE FORMOSO,MG,primeira_infancia,1,3310545.07,creche_pre_escola,Transferegov,1,registro_isolado
3143302,MONTES CLAROS,MG,saude_mental,1,1102205.66,alcool_drogas,Transferegov,1,registro_isolado
3143401,MONTE SIÃO,MG,primeira_infancia,1,3237690.12,creche_pre_escola,Transferegov,1,registro_isolado
3143906,MURIAÉ,MG,primeira_infancia,1,3237690.11,creche_pre_escola,Transferegov,1,registro_isolado
3143906,Muriaé,MG,primeira_infancia,1,27600.0,creche_pre_escola,PNCP,1,registro_isolado
3144003,MUTUM,MG,primeira_infancia,1,3251989.0,creche_pre_escola,Transferegov,1,registro_isolado
3144300,NANUQUE,MG,seguranca_alimentar,1,680000.0,agricultura_familiar,Transferegov,1,registro_isolado
3144607,NEPOMUCENO,MG,seguranca_alimentar,1,1027930.68,agricultura_familiar,Transferegov,1,registro_isolado
3145059,NOVA PORTEIRINHA,MG,seguranca_alimentar,1,1414000.0,agricultura_familiar;equipamentos_san,Transferegov,1,registro_isolado
3145208,NOVA SERRANA,MG,primeira_infancia,2,9194649.36,creche_pre_escola,Transferegov,1,registro_isolado
3145307,NOVO CRUZEIRO,MG,busca_ativa_escolar,1,11356984.94,programas_permanencia,Transferegov,1,registro_isolado
3145356,NOVO ORIENTE DE MINAS,MG,primeira_infancia,1,3238863.3,creche_pre_escola,Transferegov,1,registro_isolado
3145406,OLARIA,MG,seguranca_alimentar,1,495000.0,agricultura_familiar,Transferegov,1,registro_isolado
3145455,Olhos-d'Água,MG,busca_ativa_escolar,1,54432.0,transporte_escolar,PNCP,1,registro_isolado
3145455,Olhos-d'Água,MG,primeira_infancia,1,54432.0,creche_pre_escola,PNCP,1,registro_isolado
3145604,OLIVEIRA,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3145604,OLIVEIRA,MG,seguranca_alimentar,1,216700.0,agricultura_familiar,Transferegov,1,registro_isolado
3145604,Oliveira,MG,primeira_infancia,16,605658.89,creche_pre_escola,PNCP,3,atividade_substancial
3145604,Oliveira,MG,seguranca_alimentar,1,5490.0,alimentacao_escolar,PNCP,1,registro_isolado
3145901,OURO BRANCO,MG,primeira_infancia,1,3434703.83,creche_pre_escola,Transferegov,1,registro_isolado
3146008,OURO FINO,MG,primeira_infancia,1,5370972.31,creche_pre_escola,Transferegov,1,registro_isolado
3146107,OURO PRETO,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3146206,OURO VERDE DE MINAS,MG,seguranca_alimentar,2,863622.1799999999,equipamentos_san,Transferegov,1,registro_isolado
3147006,Paracatu,MG,primeira_infancia,1,169967.68,pre_natal_neonatal,PNCP,1,registro_isolado
3147006,Paracatu,MG,seguranca_alimentar,1,2918654.72,agricultura_familiar;alimentacao_escolar,PNCP,1,registro_isolado
3147907,PASSOS,MG,busca_ativa_escolar,1,575018.42,transporte_escolar,Transferegov,1,registro_isolado
3147956,Patis,MG,busca_ativa_escolar,1,1648598.8,transporte_escolar,PNCP,1,registro_isolado
3148004,PATOS DE MINAS,MG,busca_ativa_escolar,1,10991094.63,programas_permanencia,Transferegov,1,registro_isolado
3148004,PATOS DE MINAS,MG,primeira_infancia,1,3259582.54,creche_pre_escola,Transferegov,1,registro_isolado
3148004,PATOS DE MINAS,MG,seguranca_alimentar,2,1204999.54,agricultura_familiar;equipamentos_san,Transferegov,1,registro_isolado
3148004,Patos de Minas,MG,busca_ativa_escolar,3,12879801.899999999,programas_permanencia;transporte_escolar,PNCP,2,registros_recorrentes
3148004,Patos de Minas,MG,primeira_infancia,1,12028863.12,creche_pre_escola,PNCP,1,registro_isolado
3148103,PATROCÍNIO,MG,primeira_infancia,1,6139598.0,creche_pre_escola,Transferegov,1,registro_isolado
3148103,PATROCÍNIO,MG,seguranca_alimentar,2,1910000.0,agricultura_familiar;equipamentos_san,Transferegov,1,registro_isolado
3148103,Patrocínio,MG,primeira_infancia,20,80636.66,creche_pre_escola,PNCP,3,atividade_substancial
3148103,Patrocínio,MG,saude_mental,23,170319.4,alcool_drogas;caps,PNCP,3,atividade_substancial
3148103,Patrocínio,MG,seguranca_alimentar,47,284065.44,agricultura_familiar;alimentacao_escolar,PNCP,3,atividade_substancial
3148400,PAULISTAS,MG,seguranca_alimentar,1,455000.0,equipamentos_san,Transferegov,1,registro_isolado
3148509,PAVÃO,MG,seguranca_alimentar,1,800000.0,equipamentos_san,Transferegov,1,registro_isolado
3148756,PEDRA BONITA,MG,primeira_infancia,1,3237690.11,creche_pre_escola,Transferegov,1,registro_isolado
3149002,PEDRA DOURADA,MG,primeira_infancia,1,3539778.1,creche_pre_escola,Transferegov,1,registro_isolado
3149309,PEDRO LEOPOLDO,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3149903,PERDÕES,MG,seguranca_alimentar,1,800000.0,equipamentos_san,Transferegov,1,registro_isolado
3149952,PERIQUITO,MG,busca_ativa_escolar,1,469499.0,transporte_escolar,Transferegov,1,registro_isolado
3150703,Pirajuba,MG,primeira_infancia,1,442310.0,creche_pre_escola,PNCP,1,registro_isolado
3150802,PIRANGA,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3150802,Piranga,MG,seguranca_alimentar,2,36153.44,agricultura_familiar;alimentacao_escolar,PNCP,1,registro_isolado
3150901,Piranguçu,MG,busca_ativa_escolar,6,1336738.0,transporte_escolar,PNCP,2,registros_recorrentes
3151008,Piranguinho,MG,busca_ativa_escolar,2,782668.7999999999,transporte_escolar,PNCP,1,registro_isolado
3151206,PIRAPORA,MG,primeira_infancia,2,9727168.2,creche_pre_escola,Transferegov,1,registro_isolado
3151404,PITANGUI,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3151503,PIUMHI,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3151701,Poço Fundo,MG,saude_mental,1,6938.0,caps,PNCP,1,registro_isolado
3151800,POÇOS DE CALDAS,MG,busca_ativa_escolar,1,8191773.58,programas_permanencia,Transferegov,1,registro_isolado
3151800,POÇOS DE CALDAS,MG,primeira_infancia,1,3237690.11,creche_pre_escola,Transferegov,1,registro_isolado
3151800,POÇOS DE CALDAS,MG,seguranca_alimentar,1,800000.0,equipamentos_san,Transferegov,1,registro_isolado
3151909,POCRANE,MG,seguranca_alimentar,1,774472.74,equipamentos_san,Transferegov,1,registro_isolado
3152006,Pompéu,MG,busca_ativa_escolar,1,4500.0,transporte_escolar,PNCP,1,registro_isolado
3152170,PONTO DOS VOLANTES,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3152402,POTÉ,MG,busca_ativa_escolar,1,11577667.88,programas_permanencia,Transferegov,1,registro_isolado
3152501,POUSO ALEGRE,MG,busca_ativa_escolar,1,10991094.63,programas_permanencia,Transferegov,1,registro_isolado
3152501,POUSO ALEGRE,MG,primeira_infancia,1,5658817.1,creche_pre_escola,Transferegov,1,registro_isolado
3152808,PRATA,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3152808,Prata,MG,primeira_infancia,15,293165.41000000003,creche_pre_escola,PNCP,3,atividade_substancial
3152808,Prata,MG,saude_mental,4,3372000.0,alcool_drogas,PNCP,2,registros_recorrentes
3153400,Presidente Olegário,MG,busca_ativa_escolar,1,131570.56,transporte_escolar,PNCP,1,registro_isolado
3154101,RECREIO,MG,seguranca_alimentar,1,289277.67,agricultura_familiar,Transferegov,1,registro_isolado
3154309,RESPLENDOR,MG,busca_ativa_escolar,1,9743076.0,programas_permanencia,Transferegov,1,registro_isolado
3154408,Ressaquinha,MG,seguranca_alimentar,6,239208.24,agricultura_familiar;alimentacao_escolar,PNCP,2,registros_recorrentes
3154507,RIACHO DOS MACHADOS,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3154606,RIBEIRÃO DAS NEVES,MG,busca_ativa_escolar,2,10003184.36,programas_permanencia;transporte_escolar,Transferegov,1,registro_isolado
3154606,RIBEIRÃO DAS NEVES,MG,primeira_infancia,2,8910485.35,creche_pre_escola,Transferegov,1,registro_isolado
3154606,RIBEIRÃO DAS NEVES,MG,seguranca_alimentar,1,263149.42,equipamentos_san,Transferegov,1,registro_isolado
3155603,RIO PARDO DE MINAS,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3155603,RIO PARDO DE MINAS,MG,seguranca_alimentar,1,307333.89,agricultura_familiar,Transferegov,1,registro_isolado
3155702,RIO PIRACICABA,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3156007,RIO VERMELHO,MG,primeira_infancia,1,3237690.11,creche_pre_escola,Transferegov,1,registro_isolado
3156452,Rosário da Limeira,MG,busca_ativa_escolar,1,1039078.0,transporte_escolar,PNCP,1,registro_isolado
3156502,RUBELITA,MG,busca_ativa_escolar,1,9421308.69,programas_permanencia,Transferegov,1,registro_isolado
3156700,SABARÁ,MG,seguranca_alimentar,1,300300.0,equipamentos_san,Transferegov,1,registro_isolado
3156908,SACRAMENTO,MG,primeira_infancia,1,3237777.15,creche_pre_escola,Transferegov,1,registro_isolado
3156908,Sacramento,MG,busca_ativa_escolar,1,5851999.0,transporte_escolar,PNCP,1,registro_isolado
3157005,SALINAS,MG,primeira_infancia,1,5420837.56,creche_pre_escola,Transferegov,1,registro_isolado
3157005,SALINAS,MG,seguranca_alimentar,1,201311.33,agricultura_familiar,Transferegov,1,registro_isolado
3157203,SANTA BÁRBARA,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3157807,SANTA LUZIA,MG,busca_ativa_escolar,1,9421306.36,programas_permanencia,Transferegov,1,registro_isolado
3157807,SANTA LUZIA,MG,primeira_infancia,1,3237690.11,creche_pre_escola,Transferegov,1,registro_isolado
3157807,SANTA LUZIA,MG,seguranca_alimentar,2,1544749.52,agricultura_familiar;equipamentos_san,Transferegov,1,registro_isolado
3158201,SANTA MARIA DO SUAÇUÍ,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3158607,Santana do Deserto,MG,primeira_infancia,1,29800.0,creche_pre_escola,PNCP,1,registro_isolado
3158706,SANTANA DO GARAMBÉU,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3158805,SANTANA DO JACARÉ,MG,seguranca_alimentar,4,2635000.0,agricultura_familiar,Transferegov,2,registros_recorrentes
3158904,Santana do Manhuaçu,MG,primeira_infancia,1,21467.2,creche_pre_escola,PNCP,1,registro_isolado
3158953,SANTANA DO PARAÍSO,MG,primeira_infancia,1,6053953.16,creche_pre_escola,Transferegov,1,registro_isolado
3158953,SANTANA DO PARAÍSO,MG,seguranca_alimentar,3,2000000.0,agricultura_familiar;equipamentos_san,Transferegov,2,registros_recorrentes
3159209,Santa Rita de Caldas,MG,busca_ativa_escolar,10,0.0,transporte_escolar,PNCP,3,atividade_substancial
3159357,SANTA RITA DE MINAS,MG,seguranca_alimentar,1,260000.0,equipamentos_san,Transferegov,1,registro_isolado
3159803,SANTA VITÓRIA,MG,busca_ativa_escolar,1,555500.0,transporte_escolar,Transferegov,1,registro_isolado
3159803,SANTA VITÓRIA,MG,seguranca_alimentar,3,4872107.67,agricultura_familiar;alimentacao_escolar,Transferegov,2,registros_recorrentes
3160603,SANTO HIPÓLITO,MG,primeira_infancia,1,3481342.0,creche_pre_escola,Transferegov,1,registro_isolado
3160702,SANTOS DUMONT,MG,busca_ativa_escolar,1,398898.5,transporte_escolar,Transferegov,1,registro_isolado
3160702,SANTOS DUMONT,MG,primeira_infancia,1,3237693.21,creche_pre_escola,Transferegov,1,registro_isolado
3160702,Santos Dumont,MG,busca_ativa_escolar,18,836590.16,transporte_escolar,PNCP,3,atividade_substancial
3161007,SÃO DOMINGOS DO PRATA,MG,primeira_infancia,1,3539513.32,creche_pre_escola,Transferegov,1,registro_isolado
3161056,SÃO FÉLIX DE MINAS,MG,seguranca_alimentar,1,308345.7,equipamentos_san,Transferegov,1,registro_isolado
3161502,São Geraldo,MG,seguranca_alimentar,4,262824.16000000003,agricultura_familiar;alimentacao_escolar,PNCP,2,registros_recorrentes
3161908,SÃO GONÇALO DO RIO ABAIXO,MG,seguranca_alimentar,2,1335971.6099999999,agricultura_familiar,Transferegov,1,registro_isolado
3161908,São Gonçalo do Rio Abaixo,MG,busca_ativa_escolar,2,570591.99,programas_permanencia,PNCP,1,registro_isolado
3162104,SÃO GOTARDO,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3162203,SÃO JOÃO BATISTA DO GLÓRIA,MG,seguranca_alimentar,1,450000.0,agricultura_familiar,Transferegov,1,registro_isolado
3162450,SÃO JOÃO DAS MISSÕES,MG,busca_ativa_escolar,2,14254117.6,programas_permanencia,Transferegov,1,registro_isolado
3162450,SÃO JOÃO DAS MISSÕES,MG,primeira_infancia,1,3237690.11,creche_pre_escola,Transferegov,1,registro_isolado
3162500,SÃO JOÃO DEL REI,MG,primeira_infancia,1,5370972.03,creche_pre_escola,Transferegov,1,registro_isolado
3162500,SÃO JOÃO DEL REI,MG,seguranca_alimentar,1,796036.57,equipamentos_san,Transferegov,1,registro_isolado
3162500,São João del Rei,MG,busca_ativa_escolar,38,8600297.2,transporte_escolar,PNCP,3,atividade_substancial
3162500,São João del Rei,MG,primeira_infancia,8,835686.4,creche_pre_escola,PNCP,2,registros_recorrentes
3162500,São João del Rei,MG,seguranca_alimentar,8,1671372.8,agricultura_familiar;alimentacao_escolar,PNCP,2,registros_recorrentes
3162807,São João Evangelista,MG,busca_ativa_escolar,8,1612999.0,transporte_escolar,PNCP,2,registros_recorrentes
3162906,SÃO JOÃO NEPOMUCENO,MG,primeira_infancia,1,5645092.95,creche_pre_escola,Transferegov,1,registro_isolado
3162906,São João Nepomuceno,MG,seguranca_alimentar,19,411302.28,agricultura_familiar,PNCP,3,atividade_substancial
3162955,SÃO JOSÉ DA LAPA,MG,primeira_infancia,1,3237690.11,creche_pre_escola,Transferegov,1,registro_isolado
3163003,SÃO JOSÉ DA SAFIRA,MG,seguranca_alimentar,1,306600.0,agricultura_familiar,Transferegov,1,registro_isolado
